Threshold,Precision,Recall,F1 Score
0.3,0.6406218453462548,0.8250130005200208,0.7212183202636663
0.4,0.7086241276171485,0.7392095683827353,0.723593789768389
0.5,0.7728250845373501,0.6536661466458659,0.7082687702493309
0.6,0.8349476946919798,0.5603224128965159,0.6706083709351175
0.7,0.9046121593291404,0.44877795111804475,0.599930483142162
